"","average","sd","ratio","ava","avb","cumsum","p","comparison"
"e5d84d0b9dd8040fcdac521fada728a8",0.000367037037037037,0.000582803283370627,0.629778601991204,66.0666666666667,0,0.987691233104135,0.13,"G1_G0"
"01ed22048e8df4236768e3d7bea94c41",0.000359259259259259,0.000732147723345983,0.490692312225477,64.6,0.2,0.98809353369949,1,"G1_G0"
"fdb513a85a39fafe95360eec69cadc50",0.000320814814814815,0.000558814419996901,0.574099027037624,15.2,52.0666666666667,0.988452783983714,1,"G1_G0"
"029bdcfeee7f09ec337010a17c9945d9",0.000317407407407407,0.000551875959355897,0.57514266027797,57.1333333333333,0,0.988808218633424,0.39,"G1_G0"
"bed31d2068628f5ea4b04ff895c03c91",0.000311234567901235,0.000508258636969106,0.612354705386251,55.2,2.46666666666667,0.989156740901772,0.92,"G1_G0"
"3c636322344866b001a6bb30722d7242",0.000306074074074074,0.000959529607620961,0.318983459856907,54.0666666666667,1.4,0.989499484419299,0.95,"G1_G0"
"609ec913c0ebb5d9e633a384d60b8fc1",0.000284222222222222,0.000504059009451094,0.563866961790311,51.0666666666667,0.466666666666667,0.989817758106799,1,"G1_G0"
"59adeb7ec478fa7cb6a05ff40b9a34d2",0.000270740740740741,0.000566601984325836,0.477832320094816,48.7333333333333,0,0.990120935153402,0.85,"G1_G0"
"f0fe173a356d624ed9d087e5e114d9d8",0.000264074074074074,0.000435244880798181,0.606725284372782,47.5333333333333,0,0.990416646828132,0.94,"G1_G0"
"6c0daa89686e1183f155306637ce7ac4",0.000241851851851852,0.000776693369604767,0.31138652821888,43.5333333333333,0,0.990687473929954,0.6,"G1_G0"
"e26286d6540544a2832f60dfdf859586",0.000235555555555556,0.000846356082110165,0.278317318838497,42.4,0,0.990951250402784,0.51,"G1_G0"
"fef04cf977569f3ccadd9511eee52ad5",0.000233703703703704,0.000548161861466887,0.4263406853558,42.0666666666667,0,0.991212953161206,0.74,"G1_G0"
"2e57b76efd5a2048c37546212f61eed8",0.000218148148148148,0.000461077941530263,0.473126403367162,39.2666666666667,0,0.991457236718592,0.9,"G1_G0"
"f1182280951cffb95bcbd92043756d94",0.000216296296296296,0.000424764887244257,0.509214162450102,38.9333333333333,0,0.991699446561569,0.53,"G1_G0"
"dcfdd81870b4fa980f817c07e08e4925",0.000203555555555556,0.00037612592582954,0.541189908955669,34.7333333333333,4.06666666666667,0.991927389249411,0.9,"G1_G0"
"30688358cee6df00f97a09297ddf5434",0.000199259259259259,0.000613919188722903,0.324569198877406,35.8666666666667,0,0.992150520919824,0.76,"G1_G0"
"9e3c0d7bc15f6411f76c1e933b5e7be0",0.000191481481481481,0.000424216650208279,0.45137662886987,34.4666666666667,0,0.99236494298972,0.43,"G1_G0"
"4118c752bf241af040596d03c7a366ff",0.00018,0.0003307676557094,0.544188637833868,32.4,0,0.992566508030279,0.78,"G1_G0"
"cd96dc701c49df0b227c915d9ce9bc75",0.000167407407407407,0.000375346327436785,0.446007847074518,30.1333333333333,0,0.992753971812857,0.94,"G1_G0"
"a4252c85e0f176a7da5dc802d28b6fda",0.000154074074074074,0.000577777777777778,0.266666666666667,27.7333333333333,0,0.99292650485169,0.54,"G1_G0"
"bdf0ea93b3ca780772bb33c873610638",0.000150814814814815,0.000348590194148932,0.432642160755619,25,3.13333333333333,0.993095388153163,0.03,"G1_G0"
"fec95878e9323087b609f4cd86b3cc8b",0.000148691358024691,0.000306969697381874,0.484384482549486,26.2666666666667,1.06666666666667,0.993261893595446,0.56,"G1_G0"
"d915961fff71b0b410365e024d4db38d",0.000147037037037037,0.00048454481221461,0.303453949625433,26.4666666666667,0,0.993426546519525,0.54,"G1_G0"
"b35e61c24debef5636f49b6fed9ad82d",0.000141851851851852,0.000324962265479995,0.436517918910756,25.5333333333333,0,0.993585393043258,0.84,"G1_G0"
