"taxon","anbc_lfc_oat_G2","anbc_padj_oat_G2","anbc_lfc_oat_G3","anbc_padj_oat_G3","anbc_lfc_wheat_G2","anbc_padj_wheat_G2","anbc_lfc_wheat_G3","anbc_padj_wheat_G3","OrderName"
"ae16f3705ee4d4b892616eb6d9a1c133",NA,1,NA,NA,NA,NA,NA,NA,"Reyranellales"
"c7f49d329f25df14c44c5de7bfb32112",NA,1,NA,NA,NA,1,NA,NA,"RF32"
"56608e86a31ec3abf3104bac70d18145",NA,1,NA,NA,NA,1,NA,1,"Chlamydiales"
"f1182280951cffb95bcbd92043756d94",NA,1,NA,NA,NA,1,NA,NA,"Unclassified Actinomycetia"
"f1170c4937094648423f1d76f7e2d8df",-1.1091422751541,1,1.07176311250093,1,1.73231125646867,1,-0.0580740719580195,1,"Christensenellales"
"e17563b3df444656591db2ee65e212f1",1.19891588575102,1,-0.833311682606056,1,-0.199511736125156,1,-0.782441013475542,1,"Lachnospirales"
"9389cc5e24fcb8fd40794cda2f4a20f0",NA,1,-0.0213724375682296,1,NA,1,NA,1,"Tissierellales"
"6b5cefcaf2c763625299668325ee6e9f",0.268159470120958,1,NA,1,0.993292328975264,1,NA,1,"Clostridiales"
"bed31d2068628f5ea4b04ff895c03c91",0.00390386221363017,1,NA,1,1.31204213529,1,NA,1,"Paenibacillales"
"e3e3014e2d09d44133f5a2cb53364b07",NA,1,NA,NA,NA,NA,NA,1,"Alicyclobacillales"
"27ca29a04c426a28399fb0ed50f16372",0.60130625658648,1,NA,1,-0.245054655876946,1,-0.274052724899847,1,"Peptostreptococcales"
"566c5e9da9c7d5cef504e472c2abbd60",-0.547554135875782,1,NA,1,-0.35405142821047,1,NA,1,"Desulfitobacteriales"
"aa935103e3f612d4a45a649b5acab4e0",0.662792685394318,1,-1.30969613160056,1,0.634218511708743,1,0.3964776760882,1,"Oscillospirales"
"9f872c9b2b6199958b38261da0c19fe1",NA,1,-0.129154686614194,1,0.615611601021534,1,0.337730383839107,1,"Unclassified Clostridia"
"c2a6b8375554b9e6a5eb75880d6e4504",NA,1,NA,NA,NA,1,NA,1,"Bryobacterales"
"b35e61c24debef5636f49b6fed9ad82d",NA,1,NA,NA,NA,1,NA,NA,"Gastranaerophilales"
"ec3ee7dacd24bb66173f5d85c5d6e2e4",NA,1,NA,1,1.2911373606727,1,NA,1,"Solirubrobacterales"
"68733d76fa8687dccbdd9d9e8f387018",NA,1,NA,NA,NA,NA,NA,NA,"UBA5794"
"cf12592db84b8fe64eff91c601ee388a",NA,1,NA,1,NA,1,NA,NA,"Unclassified Actinobacteriota"
"9b1614e795daf36d080a0409abbb7975",NA,1,1.06068117550511,1,0.800987640140706,1,NA,NA,"Acidimicrobiales"
"7d952f43664b4082d9801903c3653320",NA,1,NA,NA,NA,1,NA,NA,"Leptospirillales"
"82080588026ce46c2e5cf3ff5e56fc66",NA,1,NA,NA,NA,NA,NA,NA,"Bdellovibrionales"
"fc327e4ececc2f4066a4fc1054bbdcab",1.30933398836581,1,0.214297042080526,1,-0.794595010309608,1,-0.13182066087663,1,"Xanthomonadales"
"1120c96058d65a55df61529e403b6a47",NA,1,NA,1,NA,NA,NA,NA,"Xanthomonadales"
"4888905151d87b45c37d8bfbc7c7baaa",0.945720727888405,1,-0.413953569747832,1,1.04208100478216,1,2.31688576455128,1,"Unclassified Gammaproteobacteria"
"a921f7d48c056d2365fce6b17bdfbb71",NA,1,NA,NA,NA,1,NA,1,"Xanthomonadales"
"c4d6b95f55599a9777faa913ffa99aad",NA,1,NA,1,NA,NA,NA,1,"Bacillales_H"
"e1a2c54f302520b1bca56089503d77e0",3.16421668726327,1,NA,1,-1.71878145475946,1,3.31761527179561,1,"Unclassified Bacilli"
"59adeb7ec478fa7cb6a05ff40b9a34d2",-2.01826473546435,1,NA,1,3.19105804663921,1,NA,NA,"Bacillales_A"
"0cb1a8f2800668e33b9ea3ba43e1fec6",0.293476842135767,1,-0.519867458624982,1,-0.295448101945718,1,0.744453755637847,1,"Bacillales_B"
"e8820a8b0ccb14b286019c21e8bfcf00",0.92576785574743,1,NA,1,NA,1,NA,NA,"Bacillales_B"
"3c636322344866b001a6bb30722d7242",-2.48289992576336,1,NA,1,NA,1,NA,NA,"Exiguobacterales"
"1a2518325e43623283d3ad6996e6a6dc",0.984743398366244,1,0.628907597770633,1,0.283454625208028,1,-0.334077432298893,1,"Lactobacillales"
"c3c6b35a7e7fd0a56aab3c29bd47737b",-0.170710410518952,1,0.531792502267959,1,0.725848567141665,1,-0.534878930533309,1,"Staphylococcales"
"4afd12be8b23a2d2b1932744ec60fdcd",NA,1,NA,1,-0.107528542266023,1,NA,1,"Haloplasmatales_A"
"1355ee0e4102eda4798184a58389797f",-0.143807628366415,1,-0.225313998247656,1,-0.836421371179962,1,1.27315634849036,1,"Enterobacterales_A"
"1342e1df4714070ba6c899351d5fbe98",0.933146425929276,1,-0.680526352438713,1,-0.227275893085909,1,0.466294680096118,1,"Desulfovibrionales"
"860584d8b227992f389bc4f1f068c20e",1.53365298048243,1,NA,1,-0.216484519179593,1,NA,NA,"Aneurinibacillales"
"9d73bb75b2b0d4355dd3834662ef61b4",NA,1,NA,1,NA,NA,NA,1,"Burkholderiales"
"5f9c632fdbb71b06c495aed0fa3795ea",1.00197496243303,1,NA,1,1.5292926417798,1,1.66648675512837,1,"Burkholderiales"
"f65f1bdf4c9a0c2a098c5550d734cc52",-3.28925438544863,1,NA,1,-0.756242029192242,1,NA,NA,"Burkholderiales"
"840e9b2c8fd818543742cadaaabbacd8",0.687285004237024,1,2.43770694190123,1,-0.401144093415193,1,4.75251456360921,1,"Burkholderiales"
"dc37dab042e0f652bba8cacb048bbc87",-0.144212039021951,1,-0.822564198271286,1,0.68969064395107,1,0.0488468954465653,1,"Campylobacterales"
"0fdeaf3282ab2f5a5a768cd83c4355d4",-0.258721412838816,1,0.079709942761549,1,-0.42569321638917,1,0.435401443520166,1,"Burkholderiales"
"7f8923e6de6b6a07954cfbfc8ffa0e9b",1.06884970211182,1,NA,NA,-0.409423228904074,1,NA,NA,"Steroidobacterales"
"f36c161e4341ca7c0fd5d7615f736706",-0.0340405835727968,1,0.147373224858881,1,0.352046721426277,1,0.157859073267325,1,"Pseudomonadales"
"5f92ec0b039c9127715e033a44803b16",0.495050534918456,1,1.35964948381112,1,0.434626486587276,1,0.32784085878807,1,"Pseudomonadales"
"eb6cbd27c7d568fe500ff82ee43b962f",NA,NA,NA,1,NA,NA,NA,NA,"Saccharimonadales"
"aed55ba99c56a108bd2dd2770cdcadd5",NA,NA,NA,1,NA,1,NA,NA,"UBA6257"
"8745a29941fca9db8eff9653b35baf42",NA,NA,NA,1,NA,NA,NA,NA,"QHBO01"
"514fc8efcc6a30607411c0c1aba9462b",NA,NA,NA,1,NA,NA,NA,NA,"Pyrinomonadales"
"8c9a21b986cababce8e7b9a0fe2defea",NA,NA,NA,1,-0.000193677553093792,1,NA,NA,"Unclassified Bacteroidia"
"dcfdd81870b4fa980f817c07e08e4925",NA,NA,NA,1,0.469506083973195,1,NA,1,"Flavobacteriales"
"2f17938c3dd36d203bc84e2d9478506b",NA,NA,NA,1,NA,NA,NA,NA,"Gemmatimonadales"
"958194b71dba50f260d4b31057cc2ca1",NA,NA,NA,1,NA,NA,NA,NA,"Unclassified Negativicutes"
"7b4332d9b4fef3874246194bff33039e",NA,NA,-1.08875589137257,1,NA,1,NA,NA,"Mycoplasmatales"
"a0b7d7ad0d2e67087cc5d0a04dab7b41",NA,NA,NA,1,NA,1,NA,NA,"Rhizobiales_A"
"a4252c85e0f176a7da5dc802d28b6fda",NA,NA,NA,1,NA,NA,NA,NA,"Dongiales"
"51202c1296df14199a504c3624320f17",NA,NA,NA,1,NA,NA,NA,NA,"Rickettsiales"
"9e5949b0b1b6380b202751c036548568",NA,NA,-0.402484945215945,1,NA,1,NA,NA,"Thermoactinomycetales"
"210bc7b4072ff6d3d85b96ca74593645",NA,NA,NA,1,NA,NA,NA,NA,"Unclassified Acidimicrobiia"
"8ba690413c85a2d1ca07752c7530803c",NA,NA,NA,1,-0.724564586387464,1,NA,NA,"Acidithiobacillales"
"8f09d0e9a896102f0926d8ddf73e7eb7",NA,NA,NA,1,NA,1,-0.634106934468971,1,"Burkholderiales"
"c52225a74d118e32d0834853b27159b5",NA,NA,NA,1,-3.32102678371347,1,NA,1,"DSM-16500"
"dfbeb16dc2a296d2c4e5c21e28455dd2",NA,NA,NA,NA,NA,1,NA,NA,"Paceibacterales"
"a6577b0941775769269b8dd91a1d44ec",NA,NA,NA,NA,NA,1,NA,NA,"RBG-16-68-12"
"bf9be3c104ea0c19d3f4b41dd1862a89",NA,NA,NA,NA,-5.95494964948834,1,NA,NA,"Unclassified Paceibacteria"
"adf021246bf5a52687193edea42671ef",NA,NA,NA,NA,NA,1,NA,NA,"Babeliales"
"fec95878e9323087b609f4cd86b3cc8b",NA,NA,NA,NA,NA,1,NA,NA,"Opitutales"
"e5d84d0b9dd8040fcdac521fada728a8",NA,NA,NA,NA,NA,1,NA,NA,"Pedosphaerales"
"38fe7cdad46ee97cd12b232f8cd2aca7",NA,NA,NA,NA,NA,1,NA,NA,"GIF10"
"7496671ed8f70f49b6f48d2368db5626",NA,NA,NA,NA,-0.074757304831228,1,NA,1,"Cyanobacteriales"
"21d86b5d037137872916eda48e650a62",NA,NA,NA,NA,NA,1,NA,NA,"Tepidiformales"
"1fec1ed0027d30ef5f80f65c663bafc5",NA,NA,NA,NA,NA,1,NA,1,"Aggregatilineales"
"a4a5ac8564fbf1db869ad667f4315eff",NA,NA,NA,NA,NA,1,NA,NA,"Planctomycetales"
"59470531649449e66a30d968901a4763",NA,NA,NA,NA,NA,1,NA,NA,"Gemmatales"
"68bcda32be34ff9e7cc262f6fe275be6",NA,NA,NA,NA,NA,1,NA,1,"WQYP01"
"d915961fff71b0b410365e024d4db38d",NA,NA,NA,NA,NA,1,NA,NA,"DSUL01"
"4b92a12c127f465eb0ed54ded1e3e329",NA,NA,NA,NA,NA,1,NA,NA,"Vicinamibacterales"
"c7913edfda262b47b71f8cb7246a75f3",NA,NA,NA,NA,NA,1,NA,1,"Treponematales"
"a165bf51d50346e911f950396eded741",NA,NA,NA,NA,NA,1,NA,NA,"Selenomonadales"
"3fbe30c40b6233edc057fe6d61dc7d7d",NA,NA,NA,NA,NA,1,NA,1,"Streptomycetales"
"8ddf8ae3826f084467066355b1b1c18a",NA,NA,NA,NA,NA,1,NA,NA,"Unclassified Desulfobacterota_C"
"426a4453ab2973d926b156da5710819a",NA,NA,NA,NA,-0.150613050871041,1,NA,NA,"Palsa-1104_A"
"a2794d9a683656c92fe04e0f5fe1e449",NA,NA,NA,NA,NA,1,NA,NA,"Syntrophobacterales"
"8550561c2fdadd7f67c40b816b48c1ef",NA,NA,NA,NA,NA,1,NA,NA,"Oligoflexales"
"850dd59997cd860e8fe18e3268e86e70",NA,NA,NA,NA,NA,1,NA,NA,"Rhizobiales_A"
"e73096ccb9c6b2d19edd28aba6202d7c",NA,NA,NA,NA,NA,1,NA,NA,"Rhodospirillales"
"40d5327bed1fddfb379c33d12322d361",NA,NA,NA,NA,NA,1,NA,NA,"Micavibrionales"
"4c65fe994172a674fb753d63c6f93f9a",NA,NA,NA,NA,NA,1,NA,1,"Thermoactinomycetales"
"30be3f21e278e5b6e83bba62d455fa91",NA,NA,NA,NA,NA,1,NA,NA,"Acidulodesulfobacterales"
"83ed7de6a0f63ad7ef724503e04498c0",NA,NA,NA,NA,0.694152255917219,1,NA,NA,"TANB77"
"029bdcfeee7f09ec337010a17c9945d9",NA,NA,NA,NA,NA,1,NA,1,"Acetivibrionales"
"b1ada5450306be8190fe085fc59a5954",NA,NA,NA,NA,NA,1,NA,NA,"Gaiellales"
"1f6eef91cea08599638ee46a4c7e7c99",NA,NA,NA,NA,NA,1,NA,NA,"Berkiellales"
"b1027ab906ae1c9f582c251f422ba320",NA,NA,NA,NA,NA,1,NA,NA,"Diplorickettsiales"
"ec7d2fab65ba478da5c32c9a7594642e",NA,NA,NA,NA,NA,1,NA,1,"Holophagales"
"705158eef551ec080dd66226b645c0fe",NA,NA,NA,NA,NA,1,NA,NA,"Bacillales_D"
"98efba6e4e3e6a0f52c2727c91619f72",NA,NA,NA,NA,-2.45422960188354,1,NA,NA,"Bacillales_B"
"bb4e56f75b6a7bb46a5af5792a0f003c",NA,NA,NA,NA,NA,1,NA,NA,"Bacillales_C"
"d8ec63d34841f558e0adca3e1f9c4f62",NA,NA,NA,NA,NA,1,NA,NA,"Thermicanales"
"58b0b02468dbe1a3d123dcc7acedd4fb",NA,NA,NA,NA,NA,1,NA,NA,"Burkholderiales"
"a8703b4c215413b89a7475cdd6420ff0",NA,NA,NA,NA,NA,1,NA,NA,"Pseudomonadales"
"b212c07c7a19c7ac62501eb81de4309f",NA,NA,NA,NA,NA,NA,NA,1,"Unclassified Thermoplasmata"
"b0cbcd44ec19c09d0553954e1ea04a70",NA,NA,NA,NA,NA,NA,NA,1,"Hydrogenedentiales"
"fdaa0076de7e870bf7067cee4efa1ad0",NA,NA,NA,NA,NA,NA,NA,1,"Thermoanaerobaculales"
"9e3c0d7bc15f6411f76c1e933b5e7be0",NA,NA,NA,NA,NA,NA,NA,1,"RBG-13-43-22"
"b2f917933d93ce136305d2932a9ed386",NA,NA,NA,NA,NA,NA,NA,1,"Unclassified Desulfobacterota_I"
"02c588455cf584b99ce7da25edbe2e5b",NA,NA,NA,NA,NA,NA,NA,1,"Geminicoccales"
"4118c752bf241af040596d03c7a366ff",NA,NA,NA,NA,NA,NA,NA,1,"Dehalobacteriales"
"d6861de89e8c6f692a58a6a6e2a0e3c1",NA,NA,NA,NA,NA,NA,NA,1,"Unclassified Cyanobacteriia"
"5a44d3b6635b35994d21f4c9c87ed91e",NA,NA,NA,NA,NA,NA,NA,1,"Acidiferrobacterales"
"41a748491bbb6a2abeeddbe6ba353232",NA,NA,NA,NA,NA,NA,NA,1,"Burkholderiales"
"61cafc87e9a8ec02baa9509c03357719",NA,NA,NA,NA,NA,NA,NA,1,"Methylococcales"
